play,author,act,scene,player,text,annotation,highlight,cutting,revision
,,1,14,,"To Valencius, Rowland, and to Crassus,",,,,
,,1,14,,And bid them bring the trumpets to the gate.,,,,
,,1,14,,But send me Flavius first.,,,,
,,1,14,PETER,It shall be speeded well.,,,,
,,1,14,StageDirection,[Exit Friar Peter.] Enter Varrius.,,,,
,,1,14,DUKE,"I thank thee, Varrius; thou hast made good haste.",,,,
,,1,14,,"Come, we will walk. There's other of our friends",,,,
,,1,14,,Will greet us here anon. My gentle Varrius.,,,,
,,1,14,StageDirection,Exeunt.,,,,
,,1,15,StageDirection,Scene Fifteen,,,,
,,1,15,StageDirection,Enter Isabel and Mariana.,,,,
,,1,15,ISABEL,To speak so indirectly I am loath --,so far from the truth,indirectly,,
,,1,15,,"I would say the truth, but to accuse him so,",,,,
,,1,15,,"That is your part -- yet I am advised to do it,",,,,
,,1,15,,"He says, to veil full purpose.",conceal,veil,,
,,1,15,MARIANA,Be ruled by him.,,,,
,,1,15,ISABEL,Besides he tells me that if peraduenture,,,,
,,1,15,,"He speak against me on the adverse side,",,,,
,,1,15,,"I should not think it strange, for 'tis a physic",,,,
,,1,15,,That's bitter to sweet end.,,,,
,,1,15,StageDirection,Enter Friar Peter.,,,,
,,1,15,MARIANA,I would Friar Peter --,,,,
,,1,15,ISABEL,O peace; the friar is come.,,,,
,,1,15,PETER,"Come, I have found you out a stand most fit,",,,,
,,1,15,,Where you may have such vantage on the Duke,,,,
,,1,15,,He shall not pass you. Twice have the trumpets sounded.,,,,
,,1,15,,The generous and gravest citizens,All those people the Duke just mentioned to Friar Peter in the prior scene,citizens,,
,,1,15,,"Have hent the gates, and very near upon",arrived at ,hent,,
,,1,15,,"The Duke is ent'ring; therefore hence, away.",,,,
,,1,15,StageDirection,Exeunt.,,,,
,,1,16,StageDirection,Scene Sixteen,,,,
,,1,16,StageDirection,"Enter Duke, Varrius, lords; Angelo, Escalus, Lucio, citizens; at several doors.",,,,
,,1,16,DUKE,"My very worthy cousin, fairly met.",Used by a sovereign in greeting a nobleman,cousin,,
,,1,16,,"Our old and faithful friend, we are glad to see you.","more intimacy, less formality in this greeting",friend,,
,,1,16,,,,,,
,,1,16,"ANGELO,",,,,,
,,1,16,ESCALUS,Happy return be to your royal grace.,,,,
,,1,16,DUKE,Many and hearty thankings to you both.,,,,
,,1,16,,"We have made enquiry of you, and we hear","**enquiry** here means to inquire, investigate or look into",enquiry,,
,,1,16,,Such goodness of your justice that our soul,,,,
,,1,16,,"Cannot but yield you forth to public thanks,","Duke is expressing his gratitude publicly, making a show in front of the people",,,
,,1,16,,Forerunning more requital.,,,,
,,1,16,ANGELO,You make my bonds still greater.,obligation,bonds,,
,,1,16,DUKE,"O, your desert speaks loud, and I should wrong it","pronounced like dessert, Shakespeare used the word **desert** to reference one who is deserving of rewards, their worthiness",desert,,
,,1,16,,"To lock it in the wards of covert bosom,",**in the wards of covert bosom** means to keep his words unexpressed within his heart,in wards of covert bosom,,
,,1,16,,When it deserves with characters of brass,**characters** here refers to symbols representing written letters,characters,,
,,1,16,,A forted residence 'gainst the tooth of time,**forted residence 'gainst the tooth of time** refers to a monument that will last forever,forted residence 'gainst the tooth of time,,
,,1,16,,And razure of oblivion. Give me your hand,**razure of oblivion** means that which can never be destroyed,And razure of oblivion,,
,,1,16,,"And let the subject see, to make them know","the Duke is explaining that the way he is paying tribute to Angelo publicly, also reflects how he feels in his heart","And let the subject see, to make them know",,
,,1,16,,That outward courtesies would fain proclaim,ibid1,"That outward courtesies would fain proclaim  
Favors that keep within. 
",,
,,1,16,,"Favors that keep within. Come, Escalus,",ibid2,Favors that keep within.,,
,,1,16,,"You must walk by us, on our other hand,",,,,
,,1,16,,And good supporters are you.,Duke calls explicit attention to the picture of harmony and authority that the three of them make.,supporters,,
,,1,16,StageDirection,Enter Friar Peter and Isabel.,,,,
,,1,16,PETER,"Now is your time. Speak loud, and kneel before him.",,,,
,,1,16,ISABEL,"Justice, O royal Duke! Vail your regard",**vail your regard** here means fix your gaze down towards me,Vail your regard,,
,,1,16,,"Upon a wronged -- I would fain have said, a maid.",**maid** here refers to virgin and Isabel is wishing she could say she was one,maid,,
,,1,16,,"O worthy prince, dishonor not your eye",,,,
,,1,16,,"By throwing it on any other object,",,,,
,,1,16,,"Till you have heard me in my true complaint,",,,,
,,1,16,,"And given me justice, justice, justice, justice!",repetition and exclamation point being used to indicate character’s passion and urgency,justice!,,
,,1,16,DUKE,Relate your wrongs. In what? By whom? Be brief.,,,,
,,1,16,,Here is Lord Angelo shall give you justice.,,,,
,,1,16,,Reveal yourself to him.,,,,
,,1,16,ISABEL,"O worthy Duke,",,,,
,,1,16,,You bid me seek redemption of the devil.,,,,
,,1,16,,"Hear me yourself, for that which I must speak",,,,
,,1,16,,"Must either punish me, not being believed,",,,,
,,1,16,,"Or wring redress from you. Hear me, O hear me, hear!",**redress** here means to fix,redress,,
,,1,16,ANGELO,"My lord, her wits, I fear me, are not firm.",,,,
,,1,16,,"She hath been a suitor to me for her brother,","**hath** is used as ‘has’, this phrase means Isabel has appealed to Angelo, hoping he would save her brother",hath ,,
,,1,16,,Cut off by course of justice.,,,,
,,1,16,ISABEL,By course of justice!,exclamation could indicate Isabel’s frustration and cause for movement,,,
,,1,16,ANGELO,And she will speak most bitterly and strange.,,,,
,,1,16,ISABEL,"Most strange, but yet most truly will I speak.",,,,
,,1,16,,"That Angelo's forsworn, is it not strange?","here Isabel is saying ""isn’t it strange that Angelo has lied?""",is it not strange?,,
,,1,16,,"That Angelo's a murderer, is't not strange?",,,,
,,1,16,,"That Angelo is an adulterous thief,",,,,
,,1,16,,"An hypocrite, a virgin-violator,",,,,
,,1,16,,Is it not strange and strange?,,,,
,,1,16,DUKE,"Nay, it is ten times strange!",,,,
,,1,16,ISABEL,It is not truer he is Angelo,,,,
,,1,16,,Then this is all as true as it is strange.,,,,
,,1,16,,"Nay, it is ten times true, for truth is truth",,,,
,,1,16,,To th' end of reck'ning.,"Merriam Webster states that as a biblical reference, **reck’ning** refers to the “Day of Reckoning” which occurs at time’s end when it is believed that after death, one will face God’s judgment concerning how they have conducted their lives. Given this interpretation, Isabel is stating that truth will alway be truth until the end of time, no matter how one might attempt to alter it.",reck'ning,,
,,1,16,DUKE,"Away with her. Poor soul,",,,,
,,1,16,,She speaks this in th' infirmity of sense.,Angelo is suggesting here that Isabel is crazy,th' infirmity of sense,,
,,1,16,ISABEL,"O prince, I conjure thee as thou believ'st",**conjure** here means to plead or beg,conjure,,
,,1,16,,"There is another comfort than this world,",That there is a God in heaven,comfort,,
,,1,16,,That thou neglect me not with that opinion,,,,
,,1,16,,That I am touched with madness: make not impossible,,,,
,,1,16,,That which but seems unlike. 'Tis not impossible,,,,
,,1,16,,"But one, the wicked'st caitiff on the ground,",**wicked’st caitiff** a horrible wretch,wicked'st caitiff,,
,,1,16,,"May seem as shy, as grave, as just, as absolute",,,,
,,1,16,,As Angelo; even so may Angelo,,,,
,,1,16,,"In all his dressings, characts, titles, forms,","obsolete, **charact** here is from the word character, meaning qualities or features",charact,,
,,1,16,,"Be an arch-villain. Believe it, royal prince,",,,,
,,1,16,,"If he be less, he's nothing, but he's more,",,,,
,,1,16,,Had I more name for badness.,,,,
,,1,16,DUKE,"By mine honesty,",,,,
,,1,16,,"If she be mad, as I believe no other,",,,,
,,1,16,,"Her madness hath the oddest frame of sense,",rational structure,oddest frame,,
,,1,16,,Such a dependency of thing on thing,**such a dependency of thing on thing** refers to the logic of her argument,Such a dependency of thing on thing,,
,,1,16,,As e'er I heard in madness.,"Here, **e’er** is abbreviated to mean ever. This is an example of elision which Shakespeare used often. Elison refers to removing syllables from words and can be used for different reasons which include: allowing it to better fit the poetic rhythm of the text, indicate common day use of language or lend insight into the particular ways a character speakers or where emphasis might be placed in a sentence.",e'er,,
,,1,16,ISABEL,O gracious Duke,,,,
,,1,16,,"Harp not on that, nor do not banish reason",**harp** here means to focus repetitively,harp,,
,,1,16,,For inequality; but let your reason serve,,,,
,,1,16,,"To make the truth appear where it seems hid,",,,,
,,1,16,,And hide the false seems true.,,,,
,,1,16,DUKE,Many that are not mad,,,,
,,1,16,,Have sure more lack of reason. What would you say?,,,,
,,1,16,ISABEL,"I am the sister of one Claudio,",,,,
,,1,16,,Condemned upon the act of fornication,**Condemned upon the act of fornication** refers to being punished for breaking the law which prohibits sexual relations before marriage,Condemned upon the act of fornication,,
,,1,16,,"To lose his head, condemned by Angelo.",,,,
,,1,16,,"I, in probation of a sisterhood,",this phrase refers to the probationary period while becoming a nun,probation of a sisterhood,,
,,1,16,,Was sent to by my brother; one Lucio,,,,
,,1,16,,As then the messenger.,,,,
,,1,16,LUCIO,"That's I, and't like your grace.","embeddded stage direction, Lucio may step forward to make himself seen",That's I,,
,,1,16,,"I came to her from Claudio, and desired her",,,,
,,1,16,,To try her gracious fortune with Lord Angelo,,,,
,,1,16,,For her poor brother's pardon.,,,,
,,1,16,ISABEL,That's he indeed.,,,,
,,1,16,DUKE,You were not bid to speak.,,,,
,,1,16,LUCIO,"No, my good lord,",,,,
,,1,16,,Nor wished to hold my peace.,"here Lucio is saying ""no but I was also not told to keep quiet""",Nor wished to hold my peace.,,
,,1,16,DUKE,"I wish you now, then. Pray you take note of it;",,,,
,,1,16,,"And when you have a business for yourself,",,,,
,,1,16,,Pray God you then be perfect.,,,,
,,1,16,LUCIO,I warrant your honor.,**warrant** here meaning to ensure,warrant,,
,,1,16,DUKE,The warrant's for yourself: take heed to't.,"While Lucio is using the word **warrant** to mean ensure or guarantee, the Duke is referring to **warrant** as a legal document that could be used to arrest him if he does speak the truth.",warrant,,
,,1,16,ISABEL,This gentleman told somewhat of my tale --,,,,
,,1,16,LUCIO,Right.,,,,
,,1,16,DUKE,"It may be right, but you are i'the wrong",**i’the** here means 'in the'; ellison  ,i'the,,
,,1,16,,To speak before your time. Proceed.,,,,
,,1,16,ISABEL,I went,,,,
,,1,16,,To this pernicious caitiff deputy --,"**pernicious** means malicious, wicked",pernicious,,
,,1,16,DUKE,That's somewhat madly spoken.,,,,
,,1,16,ISABEL,Pardon it;,,,,
,,1,16,,The phrase is to the matter.,directly relevant,to the matter,,
,,1,16,DUKE,Mended again.,**mended again** here means fine then,mended again,,
,,1,16,,The matter; proceed.,,,,
,,1,16,ISABEL,"In brief, to set the needless process by,",,,,
,,1,16,,"How I persuaded, how I prayed and kneeled,",,,,
,,1,16,,"How he refelled me, and how I replied --",**refelled** here means to reject or deny,refelled,,
,,1,16,,For this was of much length -- the [wild][vile] conclusion,"""vild"" appears in the 1st Folio; could be a typo for either vile or wild",vile,,
,,1,16,,I now begin with grief and shame to utter.,,,,
,,1,16,,"He would not, but by gift of my chaste body",**chaste body** refers to the purity of being a virgin,chaste body,,
,,1,16,,"To his concupiscible intemperate lust,",**intermperate lust** refers to Angelo's uncontrollable desires,intemperate lust,,
,,1,16,,"Release my brother; and after much debatement,",,,,
,,1,16,,"My sisterly remorse confutes mine honor,",**confutes** here means to cancel out,confutes,,
,,1,16,,"And I did yield to him. But the next morn betimes,","obsolete, **betimes** here means without delay, promptly",betimes,,
,,1,16,,"His purpose surfeiting, he sends a warrant", here **his purpose surfeiting** means after Angelo got what he wanted,his purpose sufeiting,,
,,1,16,,For my poor brother's head.,,,,
,,1,16,DUKE,This is most likely!,sarcasm or disbelief,most likely,,
,,1,16,ISABEL,"O, that it were as like as it is true!",,,,
,,1,16,DUKE,"By heaven, fond wretch, thou know'st not what thou speak'st,",,,,
,,1,16,,Or else thou art suborned against his honor,"verb, **suborned** here means conspiring, speaking falsely",suborned,,
,,1,16,,In hateful practice. First his integrity,,,,
,,1,16,,Stands without blemish. Next it imports no reason,"Something that doesn't make sense, **imports no reason**, or is unreasonable.",imports no reason,,
,,1,16,,That with such vehemency he should pursue,**pursue** is an obsolete verb meaning to persecute.,pursue,,
,,1,16,,Faults proper to himself. If he had so offended,"proper means belonging to, so **proper to himself** means *of his own*",proper to himself,,
,,1,16,,"He would have weighed thy brother by himself,",,,,
,,1,16,,And not have cut him off. Someone hath set you on.,"**cut him off** refers to Claudio's style of execution, as *beheaded*.",cut him off,,
,,1,16,,"Confess the truth, and say by whose advice",,,,
,,1,16,,Thou cam'st here to complain.,,,,
,,1,16,ISABEL,And is this all?,,,,
,,1,16,,"Then, O you blesséd ministers above,",**ministers above** refers to servants of God or angels. ,ministers above,,
,,1,16,,"Keep me in patience, and with ripened time",,,,
,,1,16,,Unfold the evil which is here wrapped up,,,,
,,1,16,,"In countenance! God shield your grace from woe,","**countenance** meaning appearance, deceitful imitation, meaning Angelo appears to be virtuous, but he is evil",countenance,,
,,1,16,,"As I, thus wronged, hence unbelievéd go.",,,,
,,1,16,DUKE,I know you'd fain be gone. An officer!,,,,
,,1,16,,To prison with her. Shall we thus permit,,,,
,,1,16,,A blasting and a scandalous breath to fall,"**Blasting** is to strike malignantly in order to defame. Similarly, **scandalous** means libelous.","blasting, scandalous",,
,,1,16,,On him so near us? This needs must be a practice.,,,,
,,1,16,,Who knew of your intent and coming hither?,,,,
,,1,16,ISABEL,"One that I would were here, Friar Lodowick.",,,,
,,1,16,DUKE,"A ghostly father, belike. Who knows that Lodowick?","word-play on both spiritual and also non-existent or imaginary, since he's not there",ghostly,,
,,1,16,LUCIO,"My lord, I know him. 'Tis a meddling friar;",,,,
,,1,16,,"I do not like the man. Had he been lay, my lord,","A **lay**, or layman, is a man not of the clergy. ",lay,,
,,1,16,,For certain words he spake against your grace,,,,
,,1,16,,"In your retirement, I had swinged him soundly.",To be **swinged** means flogged or beaten.,swinged,,
,,1,16,DUKE,"Words against me? This' a good friar, belike!",,,,
,,1,16,,And to set on this wretched woman here,,,,
,,1,16,,Against our substitute! Let this friar be found.,,,,
,,1,16,StageDirection,[Exit one or more of Duke's attendants],,,,
,,1,16,LUCIO,"But yesternight, my lord, she and that friar,",,,,
,,1,16,,"I saw them at the prison. A saucy friar,",**saucy** means *disrespectful* or an obsolete term for *lewd*.,saucy,,
,,1,16,,A very scurvy fellow.,"**scurvy** a hateful, miserable person.",scurvy,,
,,1,16,PETER,Blessed be your royal grace!,,,,
,,1,16,,"I have stood by, my lord, and I have heard",,,,
,,1,16,,Your royal ear abused. First hath this woman,,,,
,,1,16,,"Most wrongfully accused your substitute,",,,,
,,1,16,,Who is as free from touch or soil with her,,,,
,,1,16,,As she from one ungot.,**ungot** meaning *unbegotten*; as in Isabella being touched by someone *not yet born*—an impossibility. ,ungot,,
,,1,16,DUKE,We did believe no less.,,,,
,,1,16,,Know you that Friar Lodowick that she speaks of?,,,,
,,1,16,PETER,"I know him for a man divine and holy,",,,,
,,1,16,,"Not scurvy, nor a temporary meddler,","[**scurvy**](https://www.sciencehistory.org/distillations/the-age-of-scurvy) is a skin disease caused by vitamin C deficiency, that can turn fatal if left untreated.",scurvy,,
,,1,16,,As he's reported by this gentleman;,,,,
,,1,16,,"And, by my faith, a man that never yet",,,,
,,1,16,,"Did, as he vouches, misreport your grace.",,,,
,,1,16,LUCIO,"My lord, most villanously; believe it.",,,,
,,1,16,PETER,"Well, he in time may come to clear himself;",,,,
,,1,16,,"But at this instant he is sick, my lord,",,,,
,,1,16,,"Of a strange fever. Upon his mere request,",,,,
,,1,16,,Being come to knowledge that there was complaint,,,,
,,1,16,,"Intended 'gainst Lord Angelo, came I hither",,,,
,,1,16,,"To speak as from his mouth, what he doth know",,,,
,,1,16,,"Is true and false, and what he with his oath",,,,
,,1,16,,And all probation will make up full clear,A **probation** meaning *proof*,probation,,
,,1,16,,Whensoever he's convented. First for this woman:,To be **convented** means to be *summoned* before this trial,convented,,
,,1,16,,"To justify this worthy nobleman,",,,,
,,1,16,,"So vulgarly and personally accused,",**vulgarly** publicly accused,,,
,,1,16,,"Her shall you hear disprovéd to her eyes,",,,,
,,1,16,,Till she herself confess it.,,,,
,,1,16,DUKE,"Good friar, let's hear it.",,,,
,,1,16,StageDirection,"[Exit Isabel, guarded?][Exit Friar Peter]",,,,
,,1,16,,"Do you not smile at this, Lord Angelo?",,,,
,,1,16,,"O God, the vanity of wretched fools!",,,,
,,1,16,,Give us some seats.,,,,
,,1,16,,"Come cousin Angelo,",,,,
,,1,16,,In this I'll be impartial; be you judge,,,,
,,1,16,,Of your own cause.,,,,
,,1,16,StageDirection,[Duke and Angelo sit.] Enter [Friar Peter and] Mariana.,,,,
,,1,16,,"Is this the witness, friar?",,,,
,,1,16,,"First let her show your face, and after, speak.",,,,
,,1,16,MARIANA,"Pardon, my lord, I will not show my face",,,,
,,1,16,,Until my husband bid me.,,,,
,,1,16,DUKE,"What, are you married?",,,,
,,1,16,MARIANA,"No, my lord.",,,,
,,1,16,DUKE,Are you a maid?,,,,
,,1,16,MARIANA,"No, my lord.",,,,
,,1,16,DUKE,"A widow, then?",,,,
,,1,16,MARIANA,"Neither, my lord.",,,,
,,1,16,DUKE,"Why, you are nothing then; neither maid, widow,",Here the Duke is listing the only three socially acceptable roles for a lady of the times. ,Why you are nothing then;,,
,,1,16,,nor wife!,ibid1,,,
,,1,16,LUCIO,"My lord, she may be a punk, for many of them are",Lucio offers an answer to the Duke's riddle: a **punk** also meant a prostitute. ,punk,,
,,1,16,,"neither maid, widow, nor wife.",ibid1 ,,,
,,1,16,DUKE,Silence that fellow. I would he had some cause to,,,,
,,1,16,,prattle for himself.,"**prattle** means foolish, idle chatter.",prattle,,
,,1,16,LUCIO,"Well, my lord.",,,,
,,1,16,MARIANA,"My lord, I do confess I ne'er was married,",,,,
,,1,16,,"And I confess besides, I am no maid.",,,,
,,1,16,,"I have known my husband, yet my husband",Knowing is a euphemism for sexual conduct. It is derived from the Biblical usage of “carnal knowledge.”,known,,
,,1,16,,Knows not that ever he knew me.,ibid1,"knows, knew",,
,,1,16,LUCIO,"He was drunk then, my lord, it can be no better.",,,,
,,1,16,DUKE,"For the benefit of silence, would thou wert so too.",,,,
,,1,16,LUCIO,"Well, my lord.",,,,
,,1,16,DUKE,This is no witness for Lord Angelo.,,,,
,,1,16,MARIANA,"Now I come to't, my Lord.",,,,
,,1,16,,She that accuses him of fornication,,,,
,,1,16,,"In self-same manner doth accuse my husband,",,,,
,,1,16,,"And charges him, my lord, with such a time",,,,
,,1,16,,When I'll depose I had him in mine arms,,,,
,,1,16,,With all th' effect of love.,,,,
,,1,16,ANGELO,Charges she more than me?,,,,
,,1,16,MARIANA,Not that I know.,,,,
,,1,16,DUKE,No? You say your husband.,,,,
,,1,16,MARIANA,"Why just, my lord, and that is Angelo,",,,,
,,1,16,,"Who thinks he knows that he ne'er knew my body,",,,,
,,1,16,,"But knows, he thinks, that he knows Isabel's.",,,,
,,1,16,ANGELO,This is a strange abuse. Let's see thy face., meaning *deceit*.,abuse,,
,,1,16,MARIANA,My husband bids me; now I will unmask.,,,,
,,1,16,,"This is that face, thou cruel Angelo,",,,,
,,1,16,,Which once thou swor'st was worth the looking on.,,,,
,,1,16,,This is the hand which with a vowed contract,Refers to the *handfasting* ceremony which was considered a binding contract between the two parties (Nicholl 253).,hand,,
,,1,16,,Was fast belocked in thine. This is the body,ibid1,fast,,
,,1,16,,"That took away the match from Isabel,",,,,
,,1,16,,And did supply thee at thy garden-house,"Tudor garden buildings provided a pleasant place for escape and are also known as *banqueting houses* since they were used for light entertainment. Some were used for prayer and devotion (as Angelo likely did), or romantic encounters. (Henderson 69)",garden-house,,
,,1,16,,In her imagined person.,ibid1,,,
,,1,16,DUKE,Know you this woman?,ibid2,,,
,,1,16,LUCIO,"Carnally, she says.",,,,
,,1,16,DUKE,"Sirrah, no more!",,,,
,,1,16,LUCIO,"Enough, my lord.",,,,
,,1,16,ANGELO,"My lord, I must confess I know this woman;",,,,
,,1,16,,And five years since there was some speech of marriage,,,,
,,1,16,,"Betwixt myself and her, which was broke off,",,,,
,,1,16,,Partly for that her promiséd proportions,"Angelo was within his legal rights to break off the engagement since Mariana's dowry, or **promiséd proportions**, did not fulfill their mutual contract, or **composition** (Cook 213).",promiséd proportions,,
,,1,16,,"Came short of composition, but in chief",ibid1,composition,,
,,1,16,,For that her reputation was disvalued,**disvalued** in this case means that her reputation became stained (by Angelo's accusations),disvalued,,
,,1,16,,In levity; since which time of five years,"**levity** defined as excessive lightness, meaning she was easy or promiscuous",levity,,
,,1,16,,"I never spake with her, saw her, nor heard from her,",,,,
,,1,16,,Upon my faith and honor.,,,,
,,1,16,MARIANA,"Noble prince,",,,,
,,1,16,,"As there comes light from heaven, and words from breath,",,,,
,,1,16,,"As there is sense in truth, and truth in virtue,","**virtue** defined as A: conformity to a standard of right : MORALITY
B: a particular moral excellence by *Webster's*",virtue,,
,,1,16,,"I am affianced this man's wife, as strongly","**affianced** meaning to pledge, especially in marriage; betroth",affianced,,
,,1,16,,"As words could make up vows. And, my good lord,",,,,
,,1,16,,"But Tuesday night last gone, in's garden-house,",,,,
,,1,16,,"He knew me as a wife. As this is true,",,,,
,,1,16,,"Let me in safety raise me from my knees,",Embedded stage direction: she has been kneeling,raise me,,
,,1,16,,"Or else forever be confixéd here,",**confixéd** means to fasten,confixéd,,
,,1,16,,A marble monument.,"**marble monument** as in, to be made into a statue",marble monument,,
,,1,16,ANGELO,I did but smile till now.,"This has a range of implications, but ANGELO is probably answering the the Duke's ""Do you not smile at this"" 1.16.184",I did but smile till now.,,
,,1,16,,"Now, good my lord, give me the scope of justice.",,,,
,,1,16,,My patience here is touched. I do perceive,,,,
,,1,16,,These poor informal women are no more,"**informal** *OED* gives it as the sole example of sense 2, 'disordered in mind', but it may be closer to sense 1, and mean 'behaving in a strage or disorderly manner'.",informal,,
,,1,16,,But instruments of some more mightier member,,,,
,,1,16,,"That sets them on. Let me have way, my lord,",,,,
,,1,16,,To find this practice out.,,,,
,,1,16,DUKE,"Ay, with my heart,",,,,
,,1,16,,And punish them e'en to your height of pleasure.,**E'en to the height of pleasure** means to punish as severely as you wish,e'en to your height of pleasure.,,
,,1,16,,"Thou foolish friar, and thou pernicious woman","**pernicious** is defined as ""having a very harmful effect on somebody/something, especially in a way that is not easily noticed"" according to OED",pernicious,,
,,1,16,,"Compact with her that's gone, think'st thou thy oaths,",**Compact with her**  joined together (in a conspiracy),Compact with her,,
,,1,16,,"Though they would swear down each particular saint,",**each particular** every individual in the canon of saints,each particular,,
,,1,16,,Were testimonies against his worth and credit,,,,
,,1,16,,"That's sealed in approbation? You, Lord Escalus,",**That's sealed in approbation** reference to whose official approval has been confirmed as if it were a document that has had a seal appled to it. This may refer back to the DUKE's public endorsement of ANGELO at the opening of the scene.,approbation,,
,,1,16,,"Sit with my cousin, lend him your kind pain",,,,
,,1,16,,"To find out this abuse, whence 'tis derived.",**whence 'tis derived** meaning where it came from.,whence 'tis derived,,
,,1,16,,There is another friar that set them on.,,,,
,,1,16,,Let him be sent for.,,,,
,,1,16,PETER,"Would he were here, my Lord, for he indeed",,,,
,,1,16,,Hath set the women on to this complaint.,,,,
,,1,16,,"Your provost knows the place where he abides,",**abides** refers to the place that he lives,abides,,
,,1,16,,And he may fetch him.,,,,
,,1,16,DUKE,"Go, do it instantly.",,,,
,,1,16,StageDirection,[Exit [Provost?] and one or more.],,,,
,,1,16,,"And you, my noble and well-warranted cousin",**well-warranted** in this case means there is good reason for it,well-warranted,,
,,1,16,,"Whom it concerns to hear this matter forth,",ibid1,,,
,,1,16,,Do with your injuries as seems you best,**Do with your injuries** means to attend to your wrongs,Do with your injuries,,
,,1,16,,"In any chastisement. I for awhile will leave you,","**chastisement** corresponding to biblestudytools.com/ this is a Hebrew mucar, and Greek paideia, and are distinguished in English use, in that ""chastisement"" is applied to the infliction of pain, either as a punishment or for recalling to duty, while ""chastening,"" is a wider term, indicating the discipline or training to which one is subjected, without, as in the other term, referring to the means employed to this end. (https://www.biblestudytools.com/dictionary/chastening-chastisement/)",chastisment,,
,,1,16,,But stir not you till you have well determined,**stir not you** do not move or go away,stir not you,,
,,1,16,,Upon these slanderers.,**slanderers**,slanderers,,
,,1,16,StageDirection,Exit Duke.,,,,
,,1,16,ESCALUS,"My lord, we'll do it throughly.",,,,
,,1,16,,"Signior Lucio, did not you say you knew that Friar",,,,
,,1,16,,Lodowick to be a dishonest person?,,,,
,,1,16,LUCIO,Cucullus non facit monachum: honest in nothing,According to Latinator **Cucullus non facit monachum** aka 'the hood does not make the monk' mean someone who wears a monk's clothing does not make them a monk (https://latinator.net/cucullus%20non%20facit%20monachum/),Cucullus non facit monachum,,
,,1,16,,but in his clothes; and one that hath spoke most villanous,.,,,
,,1,16,,speeches of the Duke.,,,,
,,1,16,ESCALUS,"We shall entreat you to abide here till he come,",,,,
,,1,16,,and enforce them against him. We shall find this friar,,,,
,,1,16,,a notable fellow.,,,,
,,1,16,LUCIO,"As any in Ferrara, on my word.",,,,
,,1,16,ESCALUS,Call that same Isabel here once again; I would,,,,
,,1,16,,speak with her.,,,,
,,1,16,StageDirection,[Exit one or more to get Isabel.],,,,
,,1,16,,"Pray you, my lord, give me leave to question.",,,,
,,1,16,,You shall see how I'll handle her.,,,,
,,1,16,LUCIO,"Not better then he, by her own report.",,,,
,,1,16,ESCALUS,Say you?,,,,
,,1,16,LUCIO,"Marry, sir, I think if you handled her privately,",,,,
,,1,16,,she would sooner confess; perchance publicly she'll be,,,,
,,1,16,,ashamed.,,,,
,,1,16,ESCALUS,I will go darkly to work with her.,"ESCALUS intends to question her in a way that will be puzzling and throw her off guard, but Lucio interprets this reference as 'secretly' as to make love to her ",,,
,,1,16,LUCIO,"That's the way, for women are light at midnight.",LUCIO means **light at midnight** to be 'lascivious' - OED (feeling or revealing an overt and often offensive sexual desire),light at midnight,,
,,1,16,StageDirection,"Enter Duke [disguised], Provost, Isabella [guarded], severally.",,,,
,,1,16,ESCALUS,"Come on, mistress, here's a gentlewoman",**here's a gentlewoman** This clearly makes reference to the fact that Isabella has not been present during MARIANA's speeches,,,
,,1,16,,denies all that you have said.,,,,
,,1,16,LUCIO,"My lord, here comes the rascal I spoke of, here with",,,,
,,1,16,,the Provost.,,,,
,,1,16,ESCALUS,In very good time. Speak not you to him till we,,,,
,,1,16,,call upon you.,,,,
,,1,16,LUCIO,Mum.,,,,
,,1,16,ESCALUS,"Come, sir, did you set these women on",,,,
,,1,16,,to slander Lord Angelo? They have confessed you did.,,,,
,,1,16,DUKE,Tis false.,,,,
,,1,16,ESCALUS,How! Know you where you are?,*Know you where you are?* meaning do you understand your place?,,,
,,1,16,DUKE,"Respect to your great place, and let the devil",,,,
,,1,16,,Be sometime honored fore his burning throne.,**fore** meaning before this time,fore,,
,,1,16,,Where is the Duke? 'Tis he should hear me speak.,,,,
,,1,16,ESCALUS,"The Duke's in us, and we will hear you speak.",,,,
,,1,16,,Look you speak justly.,**justly** i defined as according to what is morally right or fair,justly,,
,,1,16,DUKE,"Boldly, at least.",,,,
,,1,16,,"[ ]But O, poor souls,",,,,
,,1,16,,"Come you to seek the lamb here of the fox,",,,,
,,1,16,,Good night to your redress! Is the Duke gone?,,,,
,,1,16,,"Then is your cause gone, too. The Duke's unjust,",,,,
,,1,16,,"Thus to retort your manifest appeal,",,,,
,,1,16,,And put your trial in the villain's mouth,,,,
,,1,16,,Which here you come to accuse.,,,,
,,1,16,LUCIO,This is the rascal; this is he I spoke of.,,,,
,,1,16,ESCALUS,"Why thou unreverend and unhallowed friar,",,,,
,,1,16,,Is't not enough thou hast suborned these women,,,,
,,1,16,,"To accuse this worthy man but, in foul mouth,",,,,
,,1,16,,"And in the witness of his proper ear,",,,,
,,1,16,,"To call him villain; and then to glance from him,",,,,
,,1,16,,"To th' Duke himself, to tax him with injustice?",,,,
,,1,16,,Take him hence; to th' rack with him. We'll touse you,,,,
,,1,16,,Joint by joint -- but we will know his purpose.,,,,
,,1,16,,"What, 'unjust'?",,,,
